Class Name, Initialization Kind, Reason for Initialization
com.oracle.svm.core.genscavenge.GCImpl$CollectionInProgressError, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GCImpl$CollectionVMOperation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GCImpl$CollectionVMOperationData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.genscavenge.GCImpl$FlushTLABsOperation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GenScavengeGCCause, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GenScavengeMemoryPoolMXBeans, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GenScavengeMemoryPoolMXBeans$EdenMemoryPoolMXBean, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GenScavengeMemoryPoolMXBeans$OldGenerationMemoryPoolMXBean, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GenScavengeMemoryPoolMXBeans$SurvivorMemoryPoolMXBean, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.Generation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GreyObjectsWalker, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GreyObjectsWalker[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.genscavenge.GreyToBlackObjRefVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GreyToBlackObjRefVisitor$Counters, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GreyToBlackObjRefVisitor$NoopCounters, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.GreyToBlackObjectVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.HeapAccounting, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.HeapChunk, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.HeapChunk$Header, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.genscavenge.HeapChunk$HeaderPadding, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.genscavenge.HeapChunkLogging, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.HeapChunkProvider, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.HeapImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.HeapImpl$ClassListBuilderVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.HeapImpl$DumpChunkInformation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.HeapImpl$DumpHeapSettingsAndStatistics, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.HeapImplMemoryMXBean, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.HeapParameters, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ImageHeapInfo, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ImageHeapWalker, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.IncrementalGarbageCollectorMXBean, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.JfrGCEventSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.JfrGCEvents, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.MemoryWalkerAccessBase, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ObjectHeaderImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.OldGeneration, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.PinnedObjectImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.PinnedObjectImpl$PinnedObjectSupportImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ReadOnlyHugeMemoryWalkerAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ReadOnlyPrimitiveMemoryWalkerAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ReadOnlyReferenceMemoryWalkerAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ReadOnlyRelocatableMemoryWalkerAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ReciprocalLeastSquareFit, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ReferenceObjectProcessing, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.SerialAndEpsilonGCOptions, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.SerialGCOptions, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.Space, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.Space[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.genscavenge.Target_java_lang_Runtime, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.genscavenge.ThreadLocalAllocation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ThreadLocalAllocation$Descriptor, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.genscavenge.Timer, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.Timers, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.UnalignedHeapChunk, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.UnalignedHeapChunk$UnalignedHeader, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.genscavenge.WritableHugeMemoryWalkerAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.WritablePrimitiveMemoryWalkerAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.WritableReferenceMemoryWalkerAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.YoungGeneration, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.BarrierSnippetCounters, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.BarrierSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.GenScavengeAllocationSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.GenScavengeAllocationSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.nodes.FormatArrayNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.nodes.FormatObjectNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.nodes.FormatPodNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.jvmstat.SerialGCPerfData, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.jvmstat.SerialGCPerfData$PerfDataCollector, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.jvmstat.SerialGCPerfData$PerfDataGCPolicy, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.jvmstat.SerialGCPerfData$PerfDataGeneration, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.jvmstat.SerialGCPerfData$SpacePerfData, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.jvmstat.SerialGCPerfData$SpacePerfData[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.genscavenge.remset.AlignedChunkRememberedSet, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.CardTable, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.CardTableBasedRememberedSet, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.FirstObjectTable, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.RememberedSet, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.UnalignedChunkRememberedSet, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.RuntimeCompilation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.code.CGlobalDataInfo, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.jdk.SubstrateArraycopySnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.jdk.SubstrateObjectCloneSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.nodes.NewPodInstanceNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.nodes.WriteCurrentVMThreadNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.nodes.WriteHeapBaseNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.ArithmeticSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.CEntryPointSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.CFunctionSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.DeoptTester, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.GCAllocationSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.SafepointSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.StackOverflowCheckImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.StackOverflowCheckSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.SubstrateAllocationSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.SubstrateIntrinsics, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.SubstrateTemplates, BUILD_TIME, Native Image classes are always initialized at build time
